dataset	labelset	labelset_rank	label	iri
Whole Mouse Brain Taxonomy	subclass	2	300 PARN-MDRNd-NTS Gbx2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_300
Whole Mouse Brain Taxonomy	subclass	2	305 SPVI-SPVC Sall3 Nfib Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_305
Whole Mouse Brain Taxonomy	subclass	2	306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_306
Whole Mouse Brain Taxonomy	subclass	2	303 IRN Dmbx1 Pax2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_303
Whole Mouse Brain Taxonomy	subclass	2	304 NTS-PARN Neurod2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_304
Whole Mouse Brain Taxonomy	subclass	2	309 CB PLI Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_309
Whole Mouse Brain Taxonomy	subclass	2	307 RO-RPA Pkd2l1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_307
Whole Mouse Brain Taxonomy	subclass	2	308 DCO Il22 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_308
Whole Mouse Brain Taxonomy	subclass	2	055 STR Lhx8 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_055
Whole Mouse Brain Taxonomy	subclass	2	056 Sst Chodl Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_056
Whole Mouse Brain Taxonomy	subclass	2	053 Sst Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_053
Whole Mouse Brain Taxonomy	subclass	2	054 STR Prox1 Lhx6 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_054
Whole Mouse Brain Taxonomy	subclass	2	059 GPe-SI Sox6 Cyp26b1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_059
Whole Mouse Brain Taxonomy	subclass	2	057 NDB-SI-MA-STRv Lhx8 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_057
Whole Mouse Brain Taxonomy	subclass	2	058 PAL-STR Gaba-Chol	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_058
Whole Mouse Brain Taxonomy	subclass	2	051 Pvalb chandelier Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_051
Whole Mouse Brain Taxonomy	subclass	2	052 Pvalb Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_052
Whole Mouse Brain Taxonomy	subclass	2	050 Lamp5 Lhx6 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_050
Whole Mouse Brain Taxonomy	subclass	2	044 OB Dopa-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_044
Whole Mouse Brain Taxonomy	subclass	2	045 OB-STR-CTX Inh IMN	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_045
Whole Mouse Brain Taxonomy	subclass	2	042 OB-out Frmd7 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_042
Whole Mouse Brain Taxonomy	subclass	2	043 OB-mi Frmd7 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_043
Whole Mouse Brain Taxonomy	subclass	2	048 RHP-COA Ndnf Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_048
Whole Mouse Brain Taxonomy	subclass	2	049 Lamp5 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_049
Whole Mouse Brain Taxonomy	subclass	2	046 Vip Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_046
Whole Mouse Brain Taxonomy	subclass	2	047 Sncg Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_047
Whole Mouse Brain Taxonomy	subclass	2	040 OB Trdn Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_040
Whole Mouse Brain Taxonomy	subclass	2	041 OB-in Frmd7 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_041
Whole Mouse Brain Taxonomy	subclass	2	033 NP SUB Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_033
Whole Mouse Brain Taxonomy	subclass	2	034 NP PPP Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_034
Whole Mouse Brain Taxonomy	subclass	2	031 CT SUB Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_031
Whole Mouse Brain Taxonomy	subclass	2	032 L5 NP CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_032
Whole Mouse Brain Taxonomy	subclass	2	037 DG Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_037
Whole Mouse Brain Taxonomy	subclass	2	038 DG-PIR Ex IMN	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_038
Whole Mouse Brain Taxonomy	subclass	2	035 OB Eomes Ms4a15 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_035
Whole Mouse Brain Taxonomy	subclass	2	036 HPF CR Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_036
Whole Mouse Brain Taxonomy	subclass	2	030 L6 CT CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_030
Whole Mouse Brain Taxonomy	subclass	2	039 OB Meis2 Thsd7b Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_039
Whole Mouse Brain Taxonomy	subclass	2	022 L5 ET CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_022
Whole Mouse Brain Taxonomy	subclass	2	023 SUB-ProS Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_023
Whole Mouse Brain Taxonomy	subclass	2	020 L2/3 IT RSP Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_020
Whole Mouse Brain Taxonomy	subclass	2	021 L4 RSP-ACA Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_021
Whole Mouse Brain Taxonomy	subclass	2	026 NLOT Rho Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_026
Whole Mouse Brain Taxonomy	subclass	2	027 L6b EPd Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_027
Whole Mouse Brain Taxonomy	subclass	2	024 L5 PPP Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_024
Whole Mouse Brain Taxonomy	subclass	2	025 CA2-FC-IG Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_025
Whole Mouse Brain Taxonomy	subclass	2	028 L6b/CT ENT Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_028
Whole Mouse Brain Taxonomy	subclass	2	029 L6b CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_029
Whole Mouse Brain Taxonomy	subclass	2	011 L2 IT ENT-po Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_011
Whole Mouse Brain Taxonomy	subclass	2	012 MEA Slc17a7 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_012
Whole Mouse Brain Taxonomy	subclass	2	010 IT AON-TT-DP Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_010
Whole Mouse Brain Taxonomy	subclass	2	015 ENTmv-PA-COAp Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_015
Whole Mouse Brain Taxonomy	subclass	2	016 CA1-ProS Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_016
Whole Mouse Brain Taxonomy	subclass	2	013 COAp Grxcr2 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_013
Whole Mouse Brain Taxonomy	subclass	2	014 LA-BLA-BMA-PA Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_014
Whole Mouse Brain Taxonomy	subclass	2	019 L2/3 IT PPP Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_019
Whole Mouse Brain Taxonomy	subclass	2	017 CA3 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_017
Whole Mouse Brain Taxonomy	subclass	2	018 L2 IT PPP-APr Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_018
Whole Mouse Brain Taxonomy	subclass	2	001 CLA-EPd-CTX Car3 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_001
Whole Mouse Brain Taxonomy	subclass	2	004 L6 IT CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_004
Whole Mouse Brain Taxonomy	subclass	2	005 L5 IT CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_005
Whole Mouse Brain Taxonomy	subclass	2	002 IT EP-CLA Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_002
Whole Mouse Brain Taxonomy	subclass	2	003 L5/6 IT TPE-ENT Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_003
Whole Mouse Brain Taxonomy	subclass	2	008 L2/3 IT ENT Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_008
Whole Mouse Brain Taxonomy	subclass	2	009 L2/3 IT PIR-ENTl Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_009
Whole Mouse Brain Taxonomy	subclass	2	006 L4/5 IT CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_006
Whole Mouse Brain Taxonomy	subclass	2	007 L2/3 IT CTX Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_007
Whole Mouse Brain Taxonomy	subclass	2	099 SBPV-PVa Six6 Satb2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_099
Whole Mouse Brain Taxonomy	subclass	2	097 PVHd-SBPV Six3 Prox1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_097
Whole Mouse Brain Taxonomy	subclass	2	098 AHN-SBPV-PVHd Pdrm12 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_098
Whole Mouse Brain Taxonomy	subclass	2	091 ARH-PVi Six6 Dopa-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_091
Whole Mouse Brain Taxonomy	subclass	2	092 TMv-PMv Tbx3 Hist-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_092
Whole Mouse Brain Taxonomy	subclass	2	090 BST-MPN Six3 Nrgn Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_090
Whole Mouse Brain Taxonomy	subclass	2	095 DMH Prdm13 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_095
Whole Mouse Brain Taxonomy	subclass	2	096 PVHd Gsc Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_096
Whole Mouse Brain Taxonomy	subclass	2	093 RT-ZI Gnb3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_093
Whole Mouse Brain Taxonomy	subclass	2	094 SCH Six6 Cdc14a Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_094
Whole Mouse Brain Taxonomy	subclass	2	088 BST Tac2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_088
Whole Mouse Brain Taxonomy	subclass	2	089 PVR Six3 Sox3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_089
Whole Mouse Brain Taxonomy	subclass	2	086 MPO-ADP Lhx8 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_086
Whole Mouse Brain Taxonomy	subclass	2	087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_087
Whole Mouse Brain Taxonomy	subclass	2	080 CEA-AAA-BST Six3 Sp9 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_080
Whole Mouse Brain Taxonomy	subclass	2	081 ACB-BST-FS D1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_081
Whole Mouse Brain Taxonomy	subclass	2	084 BST-SI-AAA Six3 Slc22a3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_084
Whole Mouse Brain Taxonomy	subclass	2	085 SI-MPO-LPO Lhx8 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_085
Whole Mouse Brain Taxonomy	subclass	2	082 CEA-BST Ebf1 Pdyn Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_082
Whole Mouse Brain Taxonomy	subclass	2	083 CEA-BST Rai14 Pdyn Crh Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_083
Whole Mouse Brain Taxonomy	subclass	2	077 CEA-BST Gal Avp Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_077
Whole Mouse Brain Taxonomy	subclass	2	078 SI-MA-ACB Ebf1 Bnc2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_078
Whole Mouse Brain Taxonomy	subclass	2	075 MEA-BST Lhx6 Nr2e1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_075
Whole Mouse Brain Taxonomy	subclass	2	076 MEA-BST Lhx6 Nfib Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_076
Whole Mouse Brain Taxonomy	subclass	2	079 CEA-BST Six3 Cyp26b1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_079
Whole Mouse Brain Taxonomy	subclass	2	070 LSX Prdm12 Slit2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_070
Whole Mouse Brain Taxonomy	subclass	2	073 MEA-BST Sox6 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_073
Whole Mouse Brain Taxonomy	subclass	2	074 MEA-BST Lhx6 Sp9 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_074
Whole Mouse Brain Taxonomy	subclass	2	071 LSX Prdm12 Zeb2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_071
Whole Mouse Brain Taxonomy	subclass	2	072 LSX Sall3 Lmo1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_072
Whole Mouse Brain Taxonomy	subclass	2	066 NDB-SI-ant Prdm12 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_066
Whole Mouse Brain Taxonomy	subclass	2	067 LSX Sall3 Pax6 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_067
Whole Mouse Brain Taxonomy	subclass	2	064 STR-PAL Chst9 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_064
Whole Mouse Brain Taxonomy	subclass	2	065 IA Mgp Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_065
Whole Mouse Brain Taxonomy	subclass	2	068 LSX Otx2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_068
Whole Mouse Brain Taxonomy	subclass	2	069 LSX Nkx2-1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_069
Whole Mouse Brain Taxonomy	subclass	2	062 STR D2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_062
Whole Mouse Brain Taxonomy	subclass	2	063 STR D1 Sema5a Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_063
Whole Mouse Brain Taxonomy	subclass	2	060 OT D3 Folh1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_060
Whole Mouse Brain Taxonomy	subclass	2	061 STR D1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_061
Whole Mouse Brain Taxonomy	subclass	2	297 CU-ECU Pax2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_297
Whole Mouse Brain Taxonomy	subclass	2	298 PRP Gata3 Slc6a5 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_298
Whole Mouse Brain Taxonomy	subclass	2	295 CBN Dmbx1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_295
Whole Mouse Brain Taxonomy	subclass	2	296 RPA Pax6 Hoxb5 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_296
Whole Mouse Brain Taxonomy	subclass	2	299 MARN-PPY Ngfr Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_299
Whole Mouse Brain Taxonomy	subclass	2	290 MY Prox1 Lmo7 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_290
Whole Mouse Brain Taxonomy	subclass	2	293 PAS-MV Ebf2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_293
Whole Mouse Brain Taxonomy	subclass	2	294 MV Pax6 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_294
Whole Mouse Brain Taxonomy	subclass	2	291 NTS-MDRNd Prox1 Zic1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_291
Whole Mouse Brain Taxonomy	subclass	2	292 MV Nkx6-1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_292
Whole Mouse Brain Taxonomy	subclass	2	286 PPY-PGRNl Vip Glyc-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_286
Whole Mouse Brain Taxonomy	subclass	2	287 MV-SPIV-PRP Dmbx1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_287
Whole Mouse Brain Taxonomy	subclass	2	284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_284
Whole Mouse Brain Taxonomy	subclass	2	285 MY Lhx1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_285
Whole Mouse Brain Taxonomy	subclass	2	288 MDRN Hoxb5 Ebf2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_288
Whole Mouse Brain Taxonomy	subclass	2	289 MDRNd Prox1 Pax6 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_289
Whole Mouse Brain Taxonomy	subclass	2	282 POR Spp1 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_282
Whole Mouse Brain Taxonomy	subclass	2	283 PRP Otp Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_283
Whole Mouse Brain Taxonomy	subclass	2	280 NLL-po Pax7 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_280
Whole Mouse Brain Taxonomy	subclass	2	281 POR Gata3 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_281
Whole Mouse Brain Taxonomy	subclass	2	275 PDTg Otp Olig3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_275
Whole Mouse Brain Taxonomy	subclass	2	276 LDT-PCG St18 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_276
Whole Mouse Brain Taxonomy	subclass	2	273 PDTg-PCG Pax6 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_273
Whole Mouse Brain Taxonomy	subclass	2	274 PDTg Otp Shroom3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_274
Whole Mouse Brain Taxonomy	subclass	2	279 PSV Pax2 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_279
Whole Mouse Brain Taxonomy	subclass	2	277 DTN-LDT-IPN Otp Pax3 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_277
Whole Mouse Brain Taxonomy	subclass	2	278 NLL Gata3 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_278
Whole Mouse Brain Taxonomy	subclass	2	271 NI-RPO Gata3 Nr4a2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_271
Whole Mouse Brain Taxonomy	subclass	2	272 LDT-PCG-CS Gata3 Lhx1 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_272
Whole Mouse Brain Taxonomy	subclass	2	270 LDT-DTN Gata3 Nfix Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_270
Whole Mouse Brain Taxonomy	subclass	2	264 PRNc Otp Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_264
Whole Mouse Brain Taxonomy	subclass	2	265 PB Sst Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_265
Whole Mouse Brain Taxonomy	subclass	2	262 Pineal Crx Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_262
Whole Mouse Brain Taxonomy	subclass	2	263 CS-RPO Meis2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_263
Whole Mouse Brain Taxonomy	subclass	2	268 CS-PRNr-DR En1 Sox2 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_268
Whole Mouse Brain Taxonomy	subclass	2	269 LDT Fgf7 Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_269
Whole Mouse Brain Taxonomy	subclass	2	266 PRNc Prox1 Brs3 Gly-Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_266
Whole Mouse Brain Taxonomy	subclass	2	267 CS-PRNr-PCG Tmem163 Otp Gaba	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_267
Whole Mouse Brain Taxonomy	subclass	2	260 MDRNv Crp Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_260
Whole Mouse Brain Taxonomy	subclass	2	261 HB Calcb Chol	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_261
Whole Mouse Brain Taxonomy	subclass	2	253 IO Fgl2 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_253
Whole Mouse Brain Taxonomy	subclass	2	254 VCO Mafa Meis2 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_254
Whole Mouse Brain Taxonomy	subclass	2	251 NTS Dbh Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_251
Whole Mouse Brain Taxonomy	subclass	2	252 DMX VII Tbx20 Chol	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_252
Whole Mouse Brain Taxonomy	subclass	2	257 SPVC Ccdc172 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_257
Whole Mouse Brain Taxonomy	subclass	2	258 SPVC Nmu Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_258
Whole Mouse Brain Taxonomy	subclass	2	255 SPVO Mafa Meis2 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_255
Whole Mouse Brain Taxonomy	subclass	2	256 SPVC Mafa Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_256
Whole Mouse Brain Taxonomy	subclass	2	250 CBN Neurod2 Pvalb Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_250
Whole Mouse Brain Taxonomy	subclass	2	259 MDRNd Bves Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_259
Whole Mouse Brain Taxonomy	subclass	2	242 PGRNd Dmbx1 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_242
Whole Mouse Brain Taxonomy	subclass	2	243 PGRN-PARN-MDRN Hoxb5 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_243
Whole Mouse Brain Taxonomy	subclass	2	240 MDRNv Lhx4 Qrfprl Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_240
Whole Mouse Brain Taxonomy	subclass	2	241 NTS Mbnl3 Glut	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUBC_241
